gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
Synpcc7942_0612,Synpcc7942_0612,100,386,0,0,1,386,1,386,0,798,386,1,<=>
Synpcc7942_0613,Synpcc7942_0613,100,162,0,0,1,162,1,162,1.24E-114,318,162,1,<=>
Synpcc7942_0614,Synpcc7942_0614,100,559,0,0,1,559,1,559,0,1108,559,1,<=>
Synpcc7942_0615,Synpcc7942_0615,100,114,0,0,1,114,1,114,3.7E-84,237,114,1,<=>
Synpcc7942_0616,Synpcc7942_0616,100,353,0,0,1,353,1,353,0,692,353,1,<=>
Synpcc7942_0617,Synpcc7942_0617,100,125,0,0,1,125,1,125,4.39E-87,245,125,1,<=>
Synpcc7942_0618,Synpcc7942_0618,100,426,0,0,1,426,1,426,0,870,426,1,<=>
Synpcc7942_0619,Synpcc7942_0619,100,211,0,0,1,211,1,211,9.55E-150,411,211,1,<=>
Synpcc7942_0620,Synpcc7942_0620,100,234,0,0,1,234,1,234,1.41E-169,463,234,1,<=>
Synpcc7942_0621,Synpcc7942_0621,100,392,0,0,1,392,1,392,0,767,392,1,<=>
Synpcc7942_0622,Synpcc7942_0622,100,665,0,0,1,665,1,665,0,1336,665,1,<=>
Synpcc7942_0623,Synpcc7942_0623,100,459,0,0,1,459,1,459,0,944,459,1,<=>
Synpcc7942_0624,Synpcc7942_0624,100,352,0,0,1,352,1,352,0,710,352,1,<=>
Synpcc7942_0625,Synpcc7942_0625,100,588,0,0,1,588,1,588,0,1177,588,1,<=>
Synpcc7942_0626,Synpcc7942_0626,100,619,0,0,1,619,1,619,0,1273,619,1,<=>
Synpcc7942_0627,Synpcc7942_0627,100,254,0,0,1,254,1,254,0,509,254,1,<=>
Synpcc7942_0628,Synpcc7942_0628,100,286,0,0,1,286,1,286,0,587,286,1,<=>
Synpcc7942_0629,Synpcc7942_0629,100,68,0,0,1,68,1,68,1.41E-44,134,68,1,<=>
Synpcc7942_0630,Synpcc7942_0630,100,380,0,0,1,380,1,380,0,750,380,1,<=>
Synpcc7942_0631,Synpcc7942_0631,100,128,0,0,1,128,1,128,3.62E-81,231,128,1,<=>
Synpcc7942_0632,Synpcc7942_0632,100,175,0,0,1,175,1,175,7.32E-127,350,175,1,<=>
Synpcc7942_0633,Synpcc7942_0633,100,237,0,0,1,237,1,237,6.88E-175,476,237,1,<=>
Synpcc7942_0634,Synpcc7942_0634,100,141,0,0,1,141,1,141,2.33E-101,283,141,1,<=>
Synpcc7942_0635,Synpcc7942_0635,100,205,0,0,1,205,1,205,4.41E-153,419,205,1,<=>
Synpcc7942_0636,Synpcc7942_0636,100,81,0,0,1,81,1,81,2.67E-54,159,81,1,<=>
Synpcc7942_0637,Synpcc7942_0637,100,895,0,0,1,895,1,895,0,1793,895,1,<=>
Synpcc7942_0638,Synpcc7942_0638,100,137,0,0,1,137,1,137,1.48E-101,283,137,1,<=>
Synpcc7942_0639,Synpcc7942_0639,100,430,0,0,1,430,1,430,0,869,430,1,<=>
Synpcc7942_0640,Synpcc7942_0640,100,588,0,0,1,588,1,588,0,1164,588,1,<=>
Synpcc7942_0641,Synpcc7942_0641,100,635,0,0,1,635,1,635,0,1306,635,1,<=>
Synpcc7942_0642,Synpcc7942_0642,100,181,0,0,1,181,1,181,1.56E-132,365,181,1,<=>
Synpcc7942_0643,Synpcc7942_0643,100,67,0,0,1,67,1,67,3.55E-43,130,67,1,<=>
Synpcc7942_0644,Synpcc7942_0644,100,754,0,0,1,754,1,754,0,1521,754,1,<=>
Synpcc7942_0645,Synpcc7942_0645,100,453,0,0,1,453,1,453,0,926,453,1,<=>
Synpcc7942_0646,Synpcc7942_0646,100,75,0,0,1,75,1,75,6.97E-45,135,75,1,<=>
Synpcc7942_0647,Synpcc7942_0647,100,180,0,0,1,180,1,180,1.48E-131,362,180,1,<=>
Synpcc7942_0648,Synpcc7942_0648,100,283,0,0,1,283,1,283,0,592,283,1,<=>
Synpcc7942_0649,Synpcc7942_0649,100,399,0,0,1,399,1,399,0,793,399,1,<=>
Synpcc7942_0650,Synpcc7942_0650,100,161,0,0,1,161,1,161,5.53E-119,329,161,1,<=>
Synpcc7942_0651,Synpcc7942_0651,100,806,0,0,1,806,1,806,0,1627,806,1,<=>
Synpcc7942_0652,Synpcc7942_0652,100,529,0,0,1,529,1,529,0,1052,529,1,<=>
Synpcc7942_0653,Synpcc7942_0653,100,243,0,0,1,243,1,243,0,493,243,1,<=>
Synpcc7942_0654,Synpcc7942_0654,100,188,0,0,1,188,1,188,1.06E-135,373,188,1,<=>
Synpcc7942_0656,Synpcc7942_0656,100,461,0,0,1,461,1,461,0,928,461,1,<=>
Synpcc7942_0657,Synpcc7942_0657,100,113,0,0,1,113,1,113,1.82E-83,235,113,1,<=>
Synpcc7942_0658,Synpcc7942_0658,100,70,0,0,1,70,1,70,1.93E-47,141,70,1,<=>
Synpcc7942_0659,Synpcc7942_0659,100,473,0,0,1,473,1,473,0,926,473,1,<=>
Synpcc7942_0660,Synpcc7942_0660,100,323,0,0,1,323,1,323,0,655,323,1,<=>
Synpcc7942_0661,Synpcc7942_0661,100,534,0,0,1,534,1,534,0,1035,534,1,<=>
Synpcc7942_0662,Synpcc7942_0662,100,304,0,0,1,304,1,304,0,594,304,1,<=>
Synpcc7942_0663,Synpcc7942_0663,100,632,0,0,1,632,1,632,0,1248,632,1,<=>
Synpcc7942_0664,Synpcc7942_0664,100,449,0,0,1,449,1,449,0,892,449,1,<=>
Synpcc7942_0665,Synpcc7942_0665,100,248,0,0,1,248,1,248,0,512,248,1,<=>
Synpcc7942_0666,Synpcc7942_0666,100,206,0,0,1,206,1,206,1.6E-149,410,206,1,<=>
Synpcc7942_0667,Synpcc7942_0667,100,103,0,0,1,103,1,103,1.79E-73,209,103,1,<=>
Synpcc7942_0668,Synpcc7942_0668,100,46,0,0,1,46,1,46,6.02E-30,95.5,46,1,<=>
Synpcc7942_0669,Synpcc7942_0669,100,194,0,0,1,194,1,194,4.12E-143,392,194,1,<=>
Synpcc7942_0670,Synpcc7942_0670,100,338,0,0,1,338,1,338,0,687,338,1,<=>
Synpcc7942_0671,Synpcc7942_0671,100,165,0,0,1,165,1,165,7.36E-111,309,165,1,<=>
Synpcc7942_0672,Synpcc7942_0672,100,320,0,0,1,320,1,320,0,642,320,1,<=>
Synpcc7942_0673,Synpcc7942_0673,100,360,0,0,1,360,1,360,0,738,360,1,<=>
Synpcc7942_0674,Synpcc7942_0674,100,317,0,0,1,317,1,317,0,655,317,1,<=>
Synpcc7942_0675,Synpcc7942_0675,100,173,0,0,1,173,1,173,2.78E-123,341,173,1,<=>
Synpcc7942_0676,Synpcc7942_0676,100,401,0,0,1,401,1,401,0,800,401,1,<=>
Synpcc7942_0677,Synpcc7942_0677,100,126,0,0,1,126,1,126,1.32E-93,262,126,1,<=>
Synpcc7942_0678,Synpcc7942_0678,100,211,0,0,1,211,1,211,1.59E-159,436,211,1,<=>
Synpcc7942_0679,Synpcc7942_0679,100,107,0,0,1,107,1,107,4.07E-73,209,107,1,<=>
Synpcc7942_0680,Synpcc7942_0680,100,271,0,0,1,271,1,271,0,543,271,1,<=>
Synpcc7942_0681,Synpcc7942_0681,100,232,0,0,1,232,1,232,9.73E-169,461,232,1,<=>
Synpcc7942_0682,Synpcc7942_0682,100,319,0,0,1,319,1,319,0,643,319,1,<=>
Synpcc7942_0683,Synpcc7942_0683,100,341,0,0,1,341,1,341,0,679,341,1,<=>
Synpcc7942_0684,Synpcc7942_0684,100,249,0,0,1,249,1,249,3.81E-177,483,249,1,<=>
Synpcc7942_0685,Synpcc7942_0685,100,555,0,0,1,555,1,555,0,1085,555,1,<=>
Synpcc7942_0686,Synpcc7942_0686,100,386,0,0,1,386,1,386,0,786,386,1,<=>
Synpcc7942_0687,Synpcc7942_0687,100,539,0,0,1,539,1,539,0,1053,539,1,<=>
Synpcc7942_0688,Synpcc7942_0688,100,112,0,0,1,112,1,112,2.65E-79,224,112,1,<=>
Synpcc7942_0689,Synpcc7942_0689,100,277,0,0,1,277,1,277,0,528,277,1,<=>
Synpcc7942_0690,Synpcc7942_0690,100,95,0,0,1,95,1,95,9.05E-70,199,95,1,<=>
Synpcc7942_0691,Synpcc7942_0691,100,114,0,0,1,114,1,114,1.28E-78,223,114,1,<=>
Synpcc7942_0692,Synpcc7942_0692,100,184,0,0,1,184,1,184,1.45E-126,350,184,1,<=>
Synpcc7942_0693,Synpcc7942_0693,100,277,0,0,1,277,1,277,0,546,277,1,<=>
Synpcc7942_0694,Synpcc7942_0694,100,307,0,0,1,307,1,307,0,621,307,1,<=>
Synpcc7942_0695,Synpcc7942_0695,100,168,0,0,1,168,1,168,8.98E-121,334,168,1,<=>
Synpcc7942_0696,Synpcc7942_0696,100,31,0,0,1,31,1,31,1.03E-16,60.8,31,1,<=>
Synpcc7942_0697,Synpcc7942_0697,100,508,0,0,1,508,1,508,0,1028,508,1,<=>
Synpcc7942_0698,Synpcc7942_0698,100,144,0,0,1,144,1,144,2.07E-106,296,144,1,<=>
Synpcc7942_0699,Synpcc7942_0699,100,35,0,0,1,35,1,35,7.14E-20,69.3,35,1,<=>
Synpcc7942_0700,Synpcc7942_0700,100,306,0,0,1,306,1,306,0,616,306,1,<=>
Synpcc7942_0701,Synpcc7942_0701,100,153,0,0,1,153,1,153,9.73E-111,307,153,1,<=>
Synpcc7942_0702,Synpcc7942_0702,100,262,0,0,1,262,1,262,0,528,262,1,<=>
Synpcc7942_0703,Synpcc7942_0703,100,402,0,0,1,402,1,402,0,806,402,1,<=>
Synpcc7942_0704,Synpcc7942_0704,100,211,0,0,1,211,1,211,3.67E-158,432,211,1,<=>
Synpcc7942_0705,Synpcc7942_0705,100,211,0,0,1,211,1,211,3.67E-158,432,211,1,<=>
Synpcc7942_0706,Synpcc7942_0706,100,204,0,0,1,204,1,204,1.52E-149,410,204,1,<=>
Synpcc7942_0707,Synpcc7942_0707,100,489,0,0,1,489,1,489,0,986,489,1,<=>
Synpcc7942_0708,Synpcc7942_0708,100,583,0,0,1,583,1,583,0,1178,583,1,<=>
Synpcc7942_0709,Synpcc7942_0709,100,109,0,0,1,109,1,109,1.06E-79,225,109,1,<=>
Synpcc7942_0710,Synpcc7942_0710,100,231,0,0,1,231,1,231,1.27E-171,468,231,1,<=>
Synpcc7942_0711,Synpcc7942_0711,100,1097,0,0,1,1097,1,1097,0,2231,1097,1,<=>
Synpcc7942_0712,Synpcc7942_0712,100,425,0,0,1,425,1,425,0,863,425,1,<=>
Synpcc7942_0713,Synpcc7942_0713,100,407,0,0,1,407,1,407,0,833,407,1,<=>
Synpcc7942_0714,Synpcc7942_0714,100,568,0,0,1,568,1,568,0,1127,568,1,<=>
Synpcc7942_0715,Synpcc7942_0715,100,395,0,0,1,395,1,395,0,795,395,1,<=>
Synpcc7942_0716,Synpcc7942_0716,100,366,0,0,1,366,1,366,0,757,366,1,<=>
Synpcc7942_0717,Synpcc7942_0717,100,174,0,0,1,174,1,174,1.44E-130,359,174,1,<=>
Synpcc7942_0718,Synpcc7942_0718,100,217,0,0,1,217,1,217,1.13E-162,444,217,1,<=>
Synpcc7942_0719,Synpcc7942_0719,100,167,0,0,1,167,1,167,4.82E-125,345,167,1,<=>
Synpcc7942_0720,Synpcc7942_0720,100,112,0,0,1,112,1,112,2.16E-82,233,112,1,<=>
Synpcc7942_0721,Synpcc7942_0721,100,96,0,0,1,96,1,96,1.51E-69,199,96,1,<=>
Synpcc7942_0722,Synpcc7942_0722,100,360,0,0,1,360,1,360,0,731,360,1,<=>
Synpcc7942_0723,Synpcc7942_0723,100,213,0,0,1,213,1,213,7.82E-159,434,213,1,<=>
Synpcc7942_0724,Synpcc7942_0724,100,147,0,0,1,147,1,147,1.68E-109,304,147,1,<=>
Synpcc7942_0725,Synpcc7942_0725,100,469,0,0,1,469,1,469,0,960,469,1,<=>
Synpcc7942_0726,Synpcc7942_0726,100,120,0,0,1,120,1,120,1.06E-87,246,120,1,<=>
Synpcc7942_0727,Synpcc7942_0727,100,847,0,0,1,847,1,847,0,1734,847,1,<=>
Synpcc7942_0728,Synpcc7942_0728,100,181,0,0,1,181,1,181,2.07E-137,377,181,1,<=>
Synpcc7942_0729,Synpcc7942_0729,100,201,0,0,1,201,1,201,1.15E-144,397,201,1,<=>
Synpcc7942_0730,Synpcc7942_0730,100,179,0,0,1,179,1,179,5.33E-131,361,179,1,<=>
Synpcc7942_0731,Synpcc7942_0731,100,626,0,0,1,626,1,626,0,1281,626,1,<=>
Synpcc7942_0732,Synpcc7942_0732,100,69,0,0,1,69,1,69,4.29E-47,140,69,1,<=>
Synpcc7942_0733,Synpcc7942_0733,100,487,0,0,1,487,1,487,0,991,487,1,<=>
Synpcc7942_0734,Synpcc7942_0734,100,624,0,0,1,624,1,624,0,1273,624,1,<=>
Synpcc7942_0735,Synpcc7942_0735,100,109,0,0,1,109,1,109,5.91E-75,213,109,1,<=>
Synpcc7942_0736,Synpcc7942_0736,100,103,0,0,1,103,1,103,2.86E-74,211,103,1,<=>
Synpcc7942_0737,Synpcc7942_0737,100,212,0,0,1,212,1,212,6.81E-156,426,212,1,<=>
Synpcc7942_0738,Synpcc7942_0738,100,186,0,0,1,186,1,186,7.21E-138,379,186,1,<=>
Synpcc7942_0739,Synpcc7942_0739,100,114,0,0,1,114,1,114,8.06E-80,226,114,1,<=>
Synpcc7942_0740,Synpcc7942_0740,100,279,0,0,1,279,1,279,0,545,279,1,<=>
Synpcc7942_0741,Synpcc7942_0741,100,279,0,0,1,279,1,279,0,556,279,1,<=>
Synpcc7942_0742,Synpcc7942_0742,100,161,0,0,1,161,1,161,3.15E-116,322,161,1,<=>
Synpcc7942_0743,Synpcc7942_0743,100,671,0,0,1,671,1,671,0,1347,671,1,<=>
Synpcc7942_0744,Synpcc7942_0744,100,483,0,0,1,483,1,483,0,965,483,1,<=>
Synpcc7942_0745,Synpcc7942_0745,100,387,0,0,1,387,1,387,0,763,387,1,<=>
Synpcc7942_0746,Synpcc7942_0746,100,168,0,0,1,168,1,168,2.57E-120,333,168,1,<=>
Synpcc7942_0747,Synpcc7942_0747,100,474,0,0,1,474,1,474,0,947,474,1,<=>
Synpcc7942_0748,Synpcc7942_0748,100,167,0,0,1,167,1,167,8.49E-122,337,167,1,<=>
Synpcc7942_0749,Synpcc7942_0749,100,96,0,0,1,96,1,96,5.42E-68,195,96,1,<=>
Synpcc7942_0750,Synpcc7942_0750,100,950,0,0,1,950,1,950,0,1848,950,1,<=>
Synpcc7942_0751,Synpcc7942_0751,100,306,0,0,1,306,1,306,0,597,306,1,<=>
Synpcc7942_0752,Synpcc7942_0752,100,70,0,0,1,70,1,70,3.97E-48,142,70,1,<=>
Synpcc7942_0753,Synpcc7942_0753,100,480,0,0,1,480,1,480,0,984,480,1,<=>
Synpcc7942_0754,Synpcc7942_0754,100,82,0,0,1,82,1,82,8.46E-59,171,82,1,<=>
Synpcc7942_0755,Synpcc7942_0755,100,192,0,0,1,192,1,192,2.95E-145,398,192,1,<=>
Synpcc7942_0756,Synpcc7942_0756,100,154,0,0,1,154,1,154,1.65E-110,307,154,1,<=>
Synpcc7942_0757,Synpcc7942_0757,100,226,0,0,1,226,1,226,3.31E-169,461,226,1,<=>
Synpcc7942_0758,Synpcc7942_0758,100,140,0,0,1,140,1,140,3.07E-105,292,140,1,<=>
Synpcc7942_0759,Synpcc7942_0759,100,459,0,0,1,459,1,459,0,941,459,1,<=>
Synpcc7942_0760,Synpcc7942_0760,100,196,0,0,1,196,1,196,1.46E-145,399,196,1,<=>
Synpcc7942_0761,Synpcc7942_0761,100,242,0,0,1,242,1,242,0,503,242,1,<=>
Synpcc7942_0762,Synpcc7942_0762,100,183,0,0,1,183,1,183,3.56E-135,372,183,1,<=>
Synpcc7942_0763,Synpcc7942_0763,100,109,0,0,1,109,1,109,9.16E-79,223,109,1,<=>
Synpcc7942_0764,Synpcc7942_0764,100,79,0,0,1,79,1,79,1.36E-55,162,79,1,<=>
Synpcc7942_0765,Synpcc7942_0765,100,162,0,0,1,162,1,162,1.92E-121,335,162,1,<=>
Synpcc7942_0766,Synpcc7942_0766,100,215,0,0,1,215,1,215,7.91E-165,449,215,1,<=>
Synpcc7942_0767,Synpcc7942_0767,100,144,0,0,1,144,1,144,2.76E-105,293,144,1,<=>
Synpcc7942_0768,Synpcc7942_0768,100,218,0,0,1,218,1,218,2.64E-160,438,218,1,<=>
Synpcc7942_0769,Synpcc7942_0769,100,300,0,0,1,300,1,300,0,618,300,1,<=>
Synpcc7942_0770,Synpcc7942_0770,100,494,0,0,1,494,1,494,0,999,494,1,<=>
Synpcc7942_0771,Synpcc7942_0771,100,404,0,0,1,404,1,404,0,836,404,1,<=>
Synpcc7942_0772,Synpcc7942_0772,100,197,0,0,1,197,1,197,8.79E-148,405,197,1,<=>
Synpcc7942_0773,Synpcc7942_0773,100,201,0,0,1,201,1,201,1.95E-149,409,201,1,<=>
Synpcc7942_0774,Synpcc7942_0774,100,295,0,0,1,295,1,295,0,600,295,1,<=>
Synpcc7942_0775,Synpcc7942_0775,100,159,0,0,1,159,1,159,5.7E-111,308,159,1,<=>
Synpcc7942_0776,Synpcc7942_0776,100,301,0,0,1,301,1,301,0,603,301,1,<=>
Synpcc7942_0777,Synpcc7942_0777,100,289,0,0,1,289,1,289,0,575,289,1,<=>
Synpcc7942_0778,Synpcc7942_0778,100,154,0,0,1,154,1,154,1.27E-107,300,154,1,<=>
Synpcc7942_0779,Synpcc7942_0779,100,820,0,0,1,820,1,820,0,1654,820,1,<=>
Synpcc7942_0780,Synpcc7942_0780,100,457,0,0,1,457,1,457,0,921,457,1,<=>
Synpcc7942_0781,Synpcc7942_0781,100,838,0,0,1,838,1,838,0,1716,838,1,<=>
Synpcc7942_0782,Synpcc7942_0782,100,598,0,0,1,598,1,598,0,1194,598,1,<=>
Synpcc7942_0783,Synpcc7942_0783,100,218,0,0,1,218,1,218,2.14E-161,441,218,1,<=>
Synpcc7942_0784,Synpcc7942_0784,100,105,0,0,1,105,1,105,4.09E-70,201,105,1,<=>
Synpcc7942_0785,Synpcc7942_0785,100,712,0,0,1,712,1,712,0,1425,712,1,<=>
Synpcc7942_0786,Synpcc7942_0786,100,288,0,0,1,288,1,288,0,596,288,1,<=>
Synpcc7942_0787,Synpcc7942_0787,100,292,0,0,1,292,1,292,0,599,292,1,<=>
Synpcc7942_0788,Synpcc7942_0788,100,264,0,0,1,264,1,264,0,528,264,1,<=>
Synpcc7942_0789,Synpcc7942_0789,100,107,0,0,1,107,1,107,7.28E-77,218,107,1,<=>
Synpcc7942_0790,Synpcc7942_0790,100,142,0,0,1,142,1,142,5.05E-102,285,142,1,<=>
Synpcc7942_0791,Synpcc7942_0791,100,412,0,0,1,412,1,412,0,810,412,1,<=>
Synpcc7942_0792,Synpcc7942_0792,100,411,0,0,1,411,1,411,0,796,411,1,<=>
Synpcc7942_0793,Synpcc7942_0793,100,222,0,0,1,222,1,222,4.86E-162,443,222,1,<=>
Synpcc7942_0794,Synpcc7942_0794,100,257,0,0,1,257,1,257,0,502,257,1,<=>
Synpcc7942_0795,Synpcc7942_0795,100,203,0,0,1,203,1,203,3.29E-145,399,203,1,<=>
Synpcc7942_0796,Synpcc7942_0796,100,181,0,0,1,181,1,181,2.6E-127,352,181,1,<=>
Synpcc7942_0797,Synpcc7942_0797,100,86,0,0,1,86,1,86,3.5E-61,177,86,1,<=>
Synpcc7942_0798,Synpcc7942_0798,100,161,0,0,1,161,1,161,1.76E-115,320,161,1,<=>
Synpcc7942_0799,Synpcc7942_0799,100,526,0,0,1,526,1,526,0,1090,526,1,<=>
Synpcc7942_0800,Synpcc7942_0800,100,197,0,0,1,197,1,197,8.11E-150,410,197,1,<=>
Synpcc7942_0801,Synpcc7942_0801,100,229,0,0,1,229,1,229,4.01E-174,474,229,1,<=>
Synpcc7942_0802,Synpcc7942_0802,100,195,0,0,1,195,1,195,1.94E-141,389,195,1,<=>
Synpcc7942_0803,Synpcc7942_0803,100,260,0,0,1,260,1,260,0,505,260,1,<=>
Synpcc7942_0804,Synpcc7942_0804,100,353,0,0,1,353,1,353,0,706,353,1,<=>
Synpcc7942_0805,Synpcc7942_0805,100,248,0,0,1,248,1,248,0,497,248,1,<=>
Synpcc7942_0806,Synpcc7942_0806,100,243,0,0,1,243,1,243,2.6E-173,473,243,1,<=>
Synpcc7942_0807,Synpcc7942_0807,100,279,0,0,1,279,1,279,0,550,279,1,<=>
Synpcc7942_0808,Synpcc7942_0808,100,709,0,0,1,709,1,709,0,1461,709,1,<=>
Synpcc7942_0809,Synpcc7942_0809,100,580,0,0,1,580,1,580,0,1122,580,1,<=>
Synpcc7942_0810,Synpcc7942_0810,100,77,0,0,1,77,1,77,1.4E-53,157,77,1,<=>
Synpcc7942_0811,Synpcc7942_0811,100,527,0,0,1,527,1,527,0,1026,527,1,<=>
Synpcc7942_0812,Synpcc7942_0812,100,306,0,0,1,306,1,306,0,614,306,1,<=>
Synpcc7942_0813,Synpcc7942_0813,100,420,0,0,1,420,1,420,0,828,420,1,<=>
Synpcc7942_0814,Synpcc7942_0814,100,74,0,0,1,74,1,74,6.98E-52,152,74,1,<=>
Synpcc7942_0815,Synpcc7942_0815,100,243,0,0,1,243,1,243,8.87E-175,477,243,1,<=>
Synpcc7942_0816,Synpcc7942_0816,100,681,0,0,1,681,1,681,0,1395,681,1,<=>
Synpcc7942_0817,Synpcc7942_0817,100,130,0,0,1,130,1,130,2.61E-94,264,130,1,<=>
Synpcc7942_0818,Synpcc7942_0818,100,89,0,0,1,89,1,89,6.84E-63,181,89,1,<=>
Synpcc7942_0819,Synpcc7942_0819,100,221,0,0,1,221,1,221,5.28E-165,450,221,1,<=>
Synpcc7942_0820,Synpcc7942_0820,100,144,0,0,1,144,1,144,9.34E-105,291,144,1,<=>
Synpcc7942_0821,Synpcc7942_0821,100,533,0,0,1,533,1,533,0,1066,533,1,<=>
Synpcc7942_0822,Synpcc7942_0822,100,341,0,0,1,341,1,341,0,654,341,1,<=>
Synpcc7942_0823,Synpcc7942_0823,100,348,0,0,1,348,1,348,0,666,348,1,<=>
Synpcc7942_0824,Synpcc7942_0824,100,568,0,0,1,568,1,568,0,1137,568,1,<=>
Synpcc7942_0825,Synpcc7942_0825,100,232,0,0,1,232,1,232,1.74E-174,475,232,1,<=>
Synpcc7942_0826,Synpcc7942_0826,100,311,0,0,1,311,1,311,0,636,311,1,<=>
Synpcc7942_0827,Synpcc7942_0827,100,348,0,0,1,348,1,348,0,706,348,1,<=>
Synpcc7942_0828,Synpcc7942_0828,100,122,0,0,1,122,1,122,1.49E-91,256,122,1,<=>
Synpcc7942_0829,Synpcc7942_0829,100,110,0,0,1,110,1,110,1.33E-80,228,110,1,<=>
Synpcc7942_0830,Synpcc7942_0830,100,462,0,0,1,462,1,462,0,954,462,1,<=>
Synpcc7942_0831,Synpcc7942_0831,100,200,0,0,1,200,1,200,1.18E-148,407,200,1,<=>
Synpcc7942_0833,Synpcc7942_0833,100,356,0,0,1,356,1,356,0,712,356,1,<=>
Synpcc7942_0834,Synpcc7942_0834,100,217,0,0,1,217,1,217,7.64E-160,437,217,1,<=>
Synpcc7942_0835,Synpcc7942_0835,100,375,0,0,1,375,1,375,0,748,375,1,<=>
Synpcc7942_0836,Synpcc7942_0836,100,338,0,0,1,338,1,338,0,684,338,1,<=>
Synpcc7942_0837,Synpcc7942_0837,100,210,0,0,1,210,1,210,5.51E-158,431,210,1,<=>
Synpcc7942_0838,Synpcc7942_0838,100,365,0,0,1,365,1,365,0,748,365,1,<=>
Synpcc7942_0839,Synpcc7942_0839,100,334,0,0,1,334,1,334,0,685,334,1,<=>
Synpcc7942_0840,Synpcc7942_0840,100,160,0,0,1,160,1,160,2.81E-118,327,160,1,<=>
Synpcc7942_0841,Synpcc7942_0841,100,446,0,0,1,446,1,446,0,915,446,1,<=>
Synpcc7942_0842,Synpcc7942_0842,100,446,0,0,1,446,1,446,0,911,446,1,<=>
Synpcc7942_0843,Synpcc7942_0843,100,143,0,0,1,143,1,143,2.65E-104,290,143,1,<=>
Synpcc7942_0844,Synpcc7942_0844,100,236,0,0,1,236,1,236,1.68E-177,483,236,1,<=>
Synpcc7942_0845,Synpcc7942_0845,100,68,0,0,1,68,1,68,1.34E-46,139,68,1,<=>
Synpcc7942_0846,Synpcc7942_0846,100,272,0,0,1,272,1,272,0,546,272,1,<=>
Synpcc7942_0847,Synpcc7942_0847,100,370,0,0,1,370,1,370,0,753,370,1,<=>
Synpcc7942_0848,Synpcc7942_0848,100,1003,0,0,1,1003,1,1003,0,2051,1003,1,<=>
Synpcc7942_0849,Synpcc7942_0849,100,203,0,0,1,203,1,203,5.15E-152,416,203,1,<=>
Synpcc7942_0850,Synpcc7942_0850,100,66,0,0,1,66,1,66,1.36E-45,136,66,1,<=>
Synpcc7942_0851,Synpcc7942_0851,100,341,0,0,1,341,1,341,0,691,341,1,<=>
Synpcc7942_0853,Synpcc7942_0853,100,411,0,0,1,411,1,411,0,847,411,1,<=>
Synpcc7942_0854,Synpcc7942_0854,100,798,0,0,1,798,1,798,0,1630,798,1,<=>
Synpcc7942_0855,Synpcc7942_0855,100,417,0,0,1,417,1,417,0,857,417,1,<=>
Synpcc7942_0856,Synpcc7942_0856,100,120,0,0,1,120,1,120,7.27E-88,247,120,1,<=>
Synpcc7942_0857,Synpcc7942_0857,100,168,0,0,1,168,1,168,5.02E-121,335,168,1,<=>
Synpcc7942_0858,Synpcc7942_0858,100,1406,0,0,1,1406,1,1406,0,2839,1406,1,<=>
Synpcc7942_0859,Synpcc7942_0859,100,952,0,0,1,952,1,952,0,1929,952,1,<=>
Synpcc7942_0860,Synpcc7942_0860,100,319,0,0,1,319,1,319,0,635,319,1,<=>
Synpcc7942_0861,Synpcc7942_0861,100,429,0,0,1,429,1,429,0,871,429,1,<=>
Synpcc7942_0862,Synpcc7942_0862,100,125,0,0,1,125,1,125,1.04E-92,259,125,1,<=>
Synpcc7942_0863,Synpcc7942_0863,100,393,0,0,1,393,1,393,0,789,393,1,<=>
Synpcc7942_0864,Synpcc7942_0864,100,172,0,0,1,172,1,172,6.71E-128,352,172,1,<=>
Synpcc7942_0865,Synpcc7942_0865,100,163,0,0,1,163,1,163,4.37E-116,322,163,1,<=>
Synpcc7942_0866,Synpcc7942_0866,100,193,0,0,1,193,1,193,8.32E-136,374,193,1,<=>
Synpcc7942_0867,Synpcc7942_0867,100,111,0,0,1,111,1,111,8.48E-77,218,111,1,<=>
Synpcc7942_0868,Synpcc7942_0868,100,582,0,0,1,582,1,582,0,1173,582,1,<=>
Synpcc7942_0869,Synpcc7942_0869,100,196,0,0,1,196,1,196,3.17E-142,390,196,1,<=>
Synpcc7942_0870,Synpcc7942_0870,100,75,0,0,1,75,1,75,9.16E-51,150,75,1,<=>
Synpcc7942_0871,Synpcc7942_0871,100,74,0,0,1,74,1,74,1.48E-52,154,74,1,<=>
Synpcc7942_0872,Synpcc7942_0872,100,192,0,0,1,192,1,192,1.48E-145,399,192,1,<=>
Synpcc7942_0873,Synpcc7942_0873,100,362,0,0,1,362,1,362,0,748,362,1,<=>
Synpcc7942_0874,Synpcc7942_0874,100,1019,0,0,1,1019,1,1019,0,2047,1019,1,<=>
Synpcc7942_0875,Synpcc7942_0875,100,144,0,0,1,144,1,144,1.78E-100,281,144,1,<=>
Synpcc7942_0876,Synpcc7942_0876,100,899,0,0,1,899,1,899,0,1821,899,1,<=>
Synpcc7942_0877,Synpcc7942_0877,100,872,0,0,1,872,1,872,0,1786,872,1,<=>
Synpcc7942_0878,Synpcc7942_0878,100,808,0,0,1,808,1,808,0,1620,808,1,<=>
